"unified_content","postid","code"
"Put guns in the hands of hormonally challenged adolescents who come from God knows what sorts of  home environments and at least some of whom are en route to their first episodes of major mental illness. Good thinking!","5157839",1
">>Put guns in the hands of hormonally challenged adolescents who come from God knows what sorts of home environments and at least some of whom are en route to their first episodes of major mental illness.<<





Are you saying that children should not be educated about the proper and safe use of guns?





","5159454",1
"No, I'm saying that indiscriminately placing guns into the hands of adolescents is stupid. ","5159555",1
"Except when those adolescents are members of our armed forces....


Interestingly, we did it with 10% of our population in WW2: 12.5 million men under arms in a country of 125 million people. And a shitload of us had them put in our hands during Vietnam.","5159571",1
"I started teaching all 6 of my sons about firearms when they turned 8. Each was carefully taught strict safety, and respect for them. 


Adolescents are only as F'd up as the parents who raise them. Unfortunately today, too often it is not parents, but parent.","5159583",1
">>Adolescents are only as F'd up as the parents who raise them.<<





Sad, but true.





","5159627",1
"Maybe I have a skewed sample, I see a lot of screwed up Homes,  screwed up parents and screwed up kids in this country.","5159834",1
"Oh, and by the way---war and its regrettable social costs is an entirely different topic. ","5159839",1
">>I'm saying that indiscriminately placing guns into the hands of adolescents is stupid.<<





Several points here:





1. The same can be said about cars.





2. The purpose of driver education is to teach adolescents to drive safely.





3. The purpose of gun handling education is to teach students to handle guns properly and safely.





4. Nobody has said here that guns should ~indiscriminately~ be placed in the hands of adolescents.





","5161643",1
"1. What was being suggested was universal firearm education
2. Spurious analogy to drivers education and automobile ownership. Driving is an essential skill for mobility autonomy  and economic opportunity in most areas of the country. Not being able to drive and not having access to a car constitutes a very real handicap. No such case for guns. It is not essential for the vast majority of Americans to know how to operate firearms or to own them if they are to function fully as members of society. For most, it is an elective skill. Universal exposure is not necessary or warranted.","5161808",1
"""It is not essential for the vast majority of Americans to know how to operate firearms or to own them if they are to function fully as members of society.""





Nah. It's just a civil right. You don't need free speech or freedom of religion either, ""to function fully as members of society.""  Only retrograde clingers believe in those things, right?





{redacted}, thanks for definitively showing us what we always knew you are.","5162226",1
"Do Tell.","5162304",1
">>It is not essential for the vast majority of Americans to know how to operate firearms<<





I disagree. Self-defense is an essential human right. My friends in the police tell me that when seconds matter, they are minutes away.





","5163460",1
